App,Category,Rating,Reviews,Size_MBs,Installs,Type,Price,Content_Rating,Genres,Last_Updated,Android_Ver
Turbo FAST,FAMILY,4.3,1329192,97,"50,000,000",Free,0,Everyone,Racing;Action & Adventure,4-Oct-17,2.3.3 and up
Turbo FAST,FAMILY,4.3,1329008,97,"50,000,000",Free,0,Everyone,Racing;Action & Adventure,4-Oct-17,2.3.3 and up
Clash of Kings : The King Of Fighters version,FAMILY,4.2,2233681,97,"50,000,000",Free,0,Teen,Strategy,1-Aug-18,2.3.3 and up
Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52,"50,000,000",Free,0,Everyone 10+,Action,11-Jun-18,4.1 and up
Zynga Poker – Texas Holdem,GAME,4.4,1986068,52,"50,000,000",Free,0,Teen,Casino,25-Jul-18,4.1 and up
Samsung+,LIFESTYLE,4.5,82145,30,"50,000,000",Free,0,Everyone,Lifestyle,5-Jul-18,4.4 and up
Need for Speed™ No Limits,GAME,4.4,3344300,22,"50,000,000",Free,0,Everyone 10+,Racing,24-Jul-18,4.1 and up
CCleaner,TOOLS,4.4,885187,22,"50,000,000",Free,0,Everyone,Tools,19-Jul-18,4.1 and up
Racing Moto,GAME,4.3,697805,7.4,"50,000,000",Free,0,Everyone,Racing,3-Jul-18,3.0 and up
HD Video Downloader : 2018 Best video mate,VIDEO_PLAYERS,3.7,430643,4.9,"50,000,000",Free,0,Everyone,Video Players & Editors,31-May-18,4.1 and up
LEGO® Juniors Create & Cruise,FAMILY,4.1,673203,73,"50,000,000",Free,0,Everyone,Educational;Action & Adventure,19-Jan-18,4.1 and up
LEGO® Juniors Create & Cruise,FAMILY,4.1,672089,73,"50,000,000",Free,0,Everyone,Educational;Action & Adventure,19-Jan-18,4.1 and up
Brightest Flashlight - LED Light,TOOLS,4.5,876866,9.1,"50,000,000",Free,0,Everyone,Tools,27-Jul-18,4.0.3 and up
"DU Recorder – Screen Recorder, Video Editor, Live",VIDEO_PLAYERS,4.8,2588730,9.7,"50,000,000",Free,0,Everyone,Video Players & Editors,30-Jul-18,5.0 and up
Rolling Sky,GAME,4.5,1117212,50,"50,000,000",Free,0,Everyone,Board,3-Aug-18,4.0.3 and up
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,4.3,811693,50,"50,000,000",Free,0,Everyone,Photography,2-Aug-18,4.4 and up
InstaSize Photo Filters & Collage Editor,PHOTOGRAPHY,4.3,811714,50,"50,000,000",Free,0,Everyone,Photography,2-Aug-18,4.4 and up
Talking Ginger 2,ENTERTAINMENT,4.2,702975,49,"50,000,000",Free,0,Everyone,Entertainment,5-Jul-18,4.1 and up
Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579,49,"50,000,000",Free,0,Everyone,Tools,24-Jul-18,4.1 and up
Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241,4.1,"50,000,000",Free,0,Everyone,Personalization,24-Jun-14,2.1 and up
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5,"50,000,000",Free,0,Everyone,Productivity,7-Aug-16,2.3.3 and up
Clean Master Lite - For Low-End Phone,TOOLS,4.6,2246379,5.1,"50,000,000",Free,0,Everyone,Tools,28-Jun-18,4.0 and up
Wrestling Revolution 3D,SPORTS,4.3,989344,51,"50,000,000",Free,0,Teen,Sports,23-Jul-18,4.0 and up
Pixel Gun 3D: Survival shooter & Battle Royale,GAME,4.5,4487182,55,"50,000,000",Free,0,Teen,Action,4-Jul-18,4.0.3 and up
Akinator,FAMILY,4.3,1805398,55,"50,000,000",Free,0,Teen,Entertainment,11-Jun-18,4.4 and up
PUBG MOBILE,GAME,4.4,3715656,36,"50,000,000",Free,0,Teen,Action,24-Jul-18,4.3 and up
PUBG MOBILE,GAME,4.4,3714270,36,"50,000,000",Free,0,Teen,Action,24-Jul-18,4.3 and up
PUBG MOBILE,GAME,4.4,3716278,36,"50,000,000",Free,0,Teen,Action,24-Jul-18,4.3 and up
PUBG MOBILE,GAME,4.4,3697174,36,"50,000,000",Free,0,Teen,Action,24-Jul-18,4.3 and up
PayPal,FINANCE,4.3,659741,47,"50,000,000",Free,0,Everyone,Finance,18-Jul-18,4.4 and up
PayPal,FINANCE,4.3,659760,47,"50,000,000",Free,0,Everyone,Finance,18-Jul-18,4.4 and up
Beach Buggy Blitz,GAME,4.2,640974,47,"50,000,000",Free,0,Everyone,Racing,5-Jun-18,4.0.3 and up
LIKE – Magic Video Maker & Community,VIDEO_PLAYERS,4.6,921868,47,"50,000,000",Free,0,Teen,Video Players & Editors,4-Aug-18,4.0 and up
MARVEL Contest of Champions,GAME,4.3,2468063,92,"50,000,000",Free,0,Teen,Action,30-Jul-18,4.0.3 and up
MARVEL Contest of Champions,GAME,4.3,2468915,92,"50,000,000",Free,0,Teen,Action,30-Jul-18,4.0.3 and up
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8,"50,000,000",Free,0,Everyone,Tools,27-Oct-17,4.2 and up
Love Balls,GAME,4.2,360630,40,"50,000,000",Free,0,Everyone,Puzzle,31-Jul-18,4.1 and up
Love Balls,FAMILY,4.2,357049,40,"50,000,000",Free,0,Everyone,Puzzle,31-Jul-18,4.1 and up
Five Nights at Freddy's 2 Demo,FAMILY,4.3,1503544,40,"50,000,000",Free,0,Teen,Strategy,15-Nov-14,2.3 and up
MakeupPlus - Your Own Virtual Makeup Artist,PHOTOGRAPHY,4.4,758780,53,"50,000,000",Free,0,Everyone,Photography,3-Aug-18,4.0.3 and up
DEER HUNTER CLASSIC,GAME,4.4,3941129,77,"50,000,000",Free,0,Teen,Action,16-Jul-18,3.0 and up
Swamp Attack,GAME,4.4,2119218,70,"50,000,000",Free,0,Everyone 10+,Action,29-Jun-18,4.1 and up
Swamp Attack,GAME,4.4,2119235,70,"50,000,000",Free,0,Everyone 10+,Action,29-Jun-18,4.1 and up
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259849,76,"50,000,000",Free,0,Mature 17+,Social,3-Aug-18,4.1 and up
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,"50,000,000",Free,0,Mature 17+,Social,3-Aug-18,4.1 and up
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,"50,000,000",Free,0,Mature 17+,Social,3-Aug-18,4.1 and up
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,"50,000,000",Free,0,Mature 17+,Social,3-Aug-18,4.1 and up
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259723,76,"50,000,000",Free,0,Mature 17+,Social,3-Aug-18,4.1 and up
Granny,GAME,4.5,1135631,59,"50,000,000",Free,0,Teen,Arcade,29-May-18,4.0 and up
Granny,GAME,4.5,1137271,59,"50,000,000",Free,0,Teen,Arcade,29-May-18,4.0 and up
Granny,GAME,4.5,1137267,59,"50,000,000",Free,0,Teen,Arcade,29-May-18,4.0 and up
Granny,GAME,4.5,1138239,59,"50,000,000",Free,0,Teen,Arcade,29-May-18,4.0 and up
Granny,GAME,4.5,1128805,59,"50,000,000",Free,0,Teen,Arcade,29-May-18,4.0 and up
Red Ball 4,GAME,4.4,1432447,59,"50,000,000",Free,0,Everyone,Arcade,9-Nov-17,4.0.3 and up
Bubble Witch 3 Saga,GAME,4.7,1732263,78,"50,000,000",Free,0,Everyone,Puzzle,17-Jul-18,3.0 and up
Candy Crush Jelly Saga,GAME,4.3,1300490,78,"50,000,000",Free,0,Everyone,Puzzle,20-Jul-18,4.0 and up
Candy Crush Jelly Saga,GAME,4.3,1300619,78,"50,000,000",Free,0,Everyone,Puzzle,20-Jul-18,4.0 and up
Last Empire - War Z: Strategy,FAMILY,4.2,853495,78,"50,000,000",Free,0,Teen,Strategy,2-Aug-18,4.0.3 and up
MARVEL Future Fight,FAMILY,4.6,2354042,72,"50,000,000",Free,0,Everyone 10+,Role Playing,3-Jul-18,4.0.3 and up
Draw Something Classic,GAME,4.2,1092106,43,"50,000,000",Free,0,Everyone,Word,28-Jul-18,4.4 and up
PhotoWonder: Pro Beauty Photo Editor Collage Maker,PHOTOGRAPHY,4.4,852649,43,"50,000,000",Free,0,Teen,Photography,26-Jun-18,4.2 and up
SimCity BuildIt,FAMILY,4.5,4218587,100,"50,000,000",Free,0,Everyone 10+,Simulation,19-Jun-18,4.0 and up
Angry Birds Go!,GAME,4.2,3846378,82,"50,000,000",Free,0,Everyone,Racing,30-May-18,4.1 and up
Earn to Die 2,GAME,4.6,1327265,99,"50,000,000",Free,0,Teen,Racing,12-Apr-17,2.3.3 and up
Earn to Die 2,GAME,4.6,1327269,99,"50,000,000",Free,0,Teen,Racing,12-Apr-17,2.3.3 and up
Vegas Crime Simulator,FAMILY,4.2,721646,99,"50,000,000",Free,0,Teen,Simulation,2-Aug-18,4.1 and up
Boom Beach,FAMILY,4.5,5591653,95,"50,000,000",Free,0,Everyone 10+,Strategy,18-Jul-18,4.0.3 and up
GUNSHIP BATTLE: Helicopter 3D,GAME,4.3,2151039,75,"50,000,000",Free,0,Teen,Action,1-Aug-18,4.0.3 and up
DU Battery Saver - Battery Charger & Battery Life,TOOLS,4.5,13479633,14,"100,000,000",Free,0,Everyone,Tools,5-Jun-18,4.0 and up
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14,"100,000,000",Free,0,Everyone,Personalization,6-Aug-18,4.0.3 and up
"Sweet Selfie - selfie camera, beauty cam, photo edit",PHOTOGRAPHY,4.6,1159058,25,"100,000,000",Free,0,Everyone,Photography,3-Aug-18,4.0.3 and up
Ant Smasher by Best Cool & Fun Games,GAME,4.2,1185148,29,"100,000,000",Free,0,Everyone,Arcade,1-Aug-18,4.0.3 and up
Dubsmash,VIDEO_PLAYERS,4.2,1971777,29,"100,000,000",Free,0,Teen,Video Players & Editors,11-May-18,4.1 and up
Helix Jump,GAME,4.2,1497361,33,"100,000,000",Free,0,Everyone,Action,9-Apr-18,4.1 and up
Helix Jump,GAME,4.2,1498648,33,"100,000,000",Free,0,Everyone,Action,9-Apr-18,4.1 and up
Helix Jump,GAME,4.2,1499373,33,"100,000,000",Free,0,Everyone,Action,9-Apr-18,4.1 and up
Helix Jump,GAME,4.2,1500999,33,"100,000,000",Free,0,Everyone,Action,9-Apr-18,4.1 and up
Helix Jump,GAME,4.2,1500622,33,"100,000,000",Free,0,Everyone,Action,9-Apr-18,4.1 and up
Helix Jump,GAME,4.2,1485806,33,"100,000,000",Free,0,Everyone,Action,9-Apr-18,4.1 and up
File Commander - File Manager/Explorer,BUSINESS,4.3,758590,12,"100,000,000",Free,0,Everyone,Business,2-Aug-18,4.1 and up
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12,"100,000,000",Free,0,Teen,Entertainment,26-Jul-18,Varies with device
IMDb Movies & TV,ENTERTAINMENT,4.2,501497,12,"100,000,000",Free,0,Teen,Entertainment,26-Jul-18,Varies with device
IMDb Movies & TV,ENTERTAINMENT,4.2,501498,12,"100,000,000",Free,0,Teen,Entertainment,26-Jul-18,Varies with device
Skater Boy,GAME,4.3,1167143,12,"100,000,000",Free,0,Everyone,Arcade,20-Sep-17,4.1 and up
PAC-MAN,GAME,4.2,685981,37,"100,000,000",Free,0,Everyone,Arcade,15-May-18,4.1 and up
PAC-MAN,GAME,4.2,685450,37,"100,000,000",Free,0,Everyone,Arcade,15-May-18,4.1 and up
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,1508137,37,"100,000,000",Free,0,Everyone,Productivity,30-Jul-18,4.0 and up
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,4.5,1507205,37,"100,000,000",Free,0,Everyone,Productivity,30-Jul-18,4.0 and up
Battery Doctor-Battery Life Saver & Battery Cooler,TOOLS,4.5,8190074,17,"100,000,000",Free,0,Everyone,Tools,1-Jun-18,4.0 and up
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17,"100,000,000",Free,0,Teen,Personalization,3-Aug-18,4.0.3 and up
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17,"100,000,000",Free,0,Teen,Personalization,3-Aug-18,4.0.3 and up
BIGO LIVE - Live Stream,SOCIAL,4.4,2349421,39,"100,000,000",Free,0,Teen,Social,27-Jul-18,4.0 and up
Motorola Gallery,VIDEO_PLAYERS,3.9,121916,23,"100,000,000",Free,0,Everyone,Video Players & Editors,25-Jan-16,Varies with device
imo beta free calls and text,COMMUNICATION,4.3,659395,11,"100,000,000",Free,0,Everyone,Communication,7-Jun-18,4.0 and up
imo beta free calls and text,COMMUNICATION,4.3,659395,11,"100,000,000",Free,0,Everyone,Communication,7-Jun-18,4.0 and up
Flow Free,GAME,4.3,1295557,11,"100,000,000",Free,0,Everyone,Puzzle,11-Apr-18,4.1 and up
Flow Free,GAME,4.3,1295606,11,"100,000,000",Free,0,Everyone,Puzzle,11-Apr-18,4.1 and up
Flow Free,GAME,4.3,1295625,11,"100,000,000",Free,0,Everyone,Puzzle,11-Apr-18,4.1 and up
Flow Free,GAME,4.3,1295625,11,"100,000,000",Free,0,Everyone,Puzzle,11-Apr-18,4.1 and up
Flow Free,FAMILY,4.3,1295293,11,"100,000,000",Free,0,Everyone,Puzzle,11-Apr-18,4.1 and up
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24,"100,000,000",Free,0,Everyone,Communication,1-Aug-18,4.0 and up
Samsung Smart Switch Mobile,TOOLS,4.3,146913,24,"100,000,000",Free,0,Everyone,Tools,18-Jul-18,4.0 and up
Wattpad 📖 Free Books,BOOKS_AND_REFERENCE,4.6,2914724,5.7,"100,000,000",Free,0,Teen,Books & Reference,1-Aug-18,Varies with device
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814080,5.7,"100,000,000",Free,0,Teen,Books & Reference,27-Jul-18,Varies with device
Bible,BOOKS_AND_REFERENCE,4.7,2440695,5.7,"100,000,000",Free,0,Teen,Books & Reference,2-Aug-18,Varies with device
Amazon Kindle,BOOKS_AND_REFERENCE,4.2,814151,5.7,"100,000,000",Free,0,Teen,Books & Reference,27-Jul-18,Varies with device
Wattpad 📖 Free Books,BOOKS_AND_REFERENCE,4.6,2915189,5.7,"100,000,000",Free,0,Teen,Books & Reference,1-Aug-18,Varies with device
Audiobooks from Audible,BOOKS_AND_REFERENCE,4.5,568922,5.7,"100,000,000",Free,0,Teen,Books & Reference,1-Aug-18,Varies with device
Messenger Lite: Free Calls & Messages,COMMUNICATION,4.4,1429035,3.5,"100,000,000",Free,0,Everyone,Communication,25-Jul-18,2.3 and up
Firefox Browser fast & private,COMMUNICATION,4.4,3075028,3.5,"100,000,000",Free,0,Everyone,Communication,10-Jul-18,Varies with device
Opera Mini - fast web browser,COMMUNICATION,4.5,5149854,3.5,"100,000,000",Free,0,Everyone,Communication,19-Jul-18,Varies with device
Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473509,3.5,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,Varies with device
Who,COMMUNICATION,4.3,2451083,3.5,"100,000,000",Free,0,Teen,Communication,3-Aug-18,Varies with device
WeChat,COMMUNICATION,4.2,5387333,3.5,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,Varies with device
Android Messages,COMMUNICATION,4.2,781810,3.5,"100,000,000",Free,0,Everyone,Communication,1-Aug-18,Varies with device
Telegram,COMMUNICATION,4.4,3128250,3.5,"100,000,000",Free,0,Mature 17+,Communication,27-Jul-18,Varies with device
WeChat,COMMUNICATION,4.2,5387446,3.5,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,Varies with device
Telegram,COMMUNICATION,4.4,3128509,3.5,"100,000,000",Free,0,Mature 17+,Communication,27-Jul-18,Varies with device
Who,COMMUNICATION,4.3,2451093,3.5,"100,000,000",Free,0,Teen,Communication,3-Aug-18,Varies with device
Android Messages,COMMUNICATION,4.2,781810,3.5,"100,000,000",Free,0,Everyone,Communication,1-Aug-18,Varies with device
BBM - Free Calls & Messages,COMMUNICATION,4.3,12842860,3.5,"100,000,000",Free,0,Everyone,Communication,2-Aug-18,4.0.3 and up
KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527,3.5,"100,000,000",Free,0,Everyone,Communication,3-Aug-18,Varies with device
Firefox Browser fast & private,COMMUNICATION,4.4,3075118,3.5,"100,000,000",Free,0,Everyone,Communication,10-Jul-18,Varies with device
Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473693,3.5,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,Varies with device
Opera Mini - fast web browser,COMMUNICATION,4.5,5150471,3.5,"100,000,000",Free,0,Everyone,Communication,19-Jul-18,Varies with device
"Truecaller: Caller ID, SMS spam blocking & Dialer",COMMUNICATION,4.5,7820209,3.5,"100,000,000",Free,0,Everyone,Communication,1-Aug-18,Varies with device
WeChat,COMMUNICATION,4.2,5387446,3.5,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,Varies with device
KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546527,3.5,"100,000,000",Free,0,Everyone,Communication,3-Aug-18,Varies with device
Firefox Browser fast & private,COMMUNICATION,4.4,3075096,3.5,"100,000,000",Free,0,Everyone,Communication,10-Jul-18,Varies with device
Messenger Lite: Free Calls & Messages,COMMUNICATION,4.4,1429038,3.5,"100,000,000",Free,0,Everyone,Communication,25-Jul-18,2.3 and up
Kik,COMMUNICATION,4.3,2451136,3.5,"100,000,000",Free,0,Teen,Communication,3-Aug-18,Varies with device
KakaoTalk: Free Calls & Text,COMMUNICATION,4.3,2546549,3.5,"100,000,000",Free,0,Everyone,Communication,3-Aug-18,Varies with device
Opera Mini - fast web browser,COMMUNICATION,4.5,5150801,3.5,"100,000,000",Free,0,Everyone,Communication,19-Jul-18,Varies with device
Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473795,3.5,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,Varies with device
Telegram,COMMUNICATION,4.4,3128611,3.5,"100,000,000",Free,0,Mature 17+,Communication,27-Jul-18,Varies with device
"Truecaller: Caller ID, SMS spam blocking & Dialer",COMMUNICATION,4.5,7820775,3.5,"100,000,000",Free,0,Everyone,Communication,1-Aug-18,Varies with device
WeChat,COMMUNICATION,4.2,5387631,3.5,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,Varies with device
BBM - Free Calls & Messages,COMMUNICATION,4.3,12843436,3.5,"100,000,000",Free,0,Everyone,Communication,2-Aug-18,4.0.3 and up
Duolingo: Learn Languages Free,EDUCATION,4.7,6289924,6.95,"100,000,000",Free,0,Everyone,Education;Education,1-Aug-18,Varies with device
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,6.95,"100,000,000",Free,0,Everyone,Education;Education,1-Aug-18,Varies with device
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,6.95,"100,000,000",Free,0,Everyone,Education;Education,1-Aug-18,Varies with device
Duolingo: Learn Languages Free,EDUCATION,4.7,6290507,6.95,"100,000,000",Free,0,Everyone,Education;Education,1-Aug-18,Varies with device
Netflix,ENTERTAINMENT,4.4,5456208,9.35,"100,000,000",Free,0,Teen,Entertainment,31-Jul-18,Varies with device
Hotstar,ENTERTAINMENT,4.3,4885646,9.35,"100,000,000",Free,0,Teen,Entertainment,3-Aug-18,Varies with device
Netflix,ENTERTAINMENT,4.4,5456208,9.35,"100,000,000",Free,0,Teen,Entertainment,31-Jul-18,Varies with device
Netflix,ENTERTAINMENT,4.4,5456599,9.35,"100,000,000",Free,0,Teen,Entertainment,31-Jul-18,Varies with device
Netflix,ENTERTAINMENT,4.4,5456708,9.35,"100,000,000",Free,0,Teen,Entertainment,31-Jul-18,Varies with device
Google Pay,FINANCE,4.2,347838,9.15,"100,000,000",Free,0,Everyone,Finance,26-Jul-18,Varies with device
Google Pay,FINANCE,4.2,347838,9.15,"100,000,000",Free,0,Everyone,Finance,26-Jul-18,Varies with device
Google Pay,FINANCE,4.2,347874,9.15,"100,000,000",Free,0,Everyone,Finance,26-Jul-18,Varies with device
Google Pay,FINANCE,4.2,348132,9.15,"100,000,000",Free,0,Everyone,Finance,26-Jul-18,Varies with device
Period Tracker - Period Calendar Ovulation Tracker,HEALTH_AND_FITNESS,4.8,4559407,8.8,"100,000,000",Free,0,Everyone,Health & Fitness,1-Aug-18,Varies with device
slither.io,GAME,4.4,5234162,36,"100,000,000",Free,0,Everyone,Action,14-Nov-17,2.3 and up
Zombie Tsunami,GAME,4.4,4920817,36,"100,000,000",Free,0,Everyone 10+,Arcade,15-Jun-18,Varies with device
Minion Rush: Despicable Me Official Game,GAME,4.5,10216538,36,"100,000,000",Free,0,Everyone 10+,Casual;Action & Adventure,12-Jul-18,Varies with device
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7671249,36,"100,000,000",Free,0,Mature 17+,Action,2-Aug-18,Varies with device
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,36,"100,000,000",Free,0,Mature 17+,Action,2-Aug-18,Varies with device
Zombie Tsunami,GAME,4.4,4921122,36,"100,000,000",Free,0,Everyone 10+,Arcade,15-Jun-18,Varies with device
slither.io,GAME,4.4,5234825,36,"100,000,000",Free,0,Everyone,Action,14-Nov-17,2.3 and up
Hill Climb Racing 2,GAME,4.6,2750410,36,"100,000,000",Free,0,Everyone,Racing,2-Aug-18,4.2 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7672495,36,"100,000,000",Free,0,Mature 17+,Action,2-Aug-18,Varies with device
slither.io,GAME,4.4,5234810,36,"100,000,000",Free,0,Everyone,Action,14-Nov-17,2.3 and up
Piano Tiles 2™,GAME,4.7,8118880,36,"100,000,000",Free,0,Everyone,Arcade,3-Aug-18,4.1 and up
slither.io,GAME,4.4,5235294,36,"100,000,000",Free,0,Everyone,Action,14-Nov-17,2.3 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,36,"100,000,000",Free,0,Mature 17+,Action,2-Aug-18,Varies with device
Zombie Tsunami,GAME,4.4,4921451,36,"100,000,000",Free,0,Everyone 10+,Arcade,15-Jun-18,Varies with device
slither.io,GAME,4.4,5235294,36,"100,000,000",Free,0,Everyone,Action,14-Nov-17,2.3 and up
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7674252,36,"100,000,000",Free,0,Mature 17+,Action,2-Aug-18,Varies with device
Hill Climb Racing 2,GAME,4.6,2750645,36,"100,000,000",Free,0,Everyone,Racing,2-Aug-18,4.2 and up
Zombie Tsunami,GAME,4.4,4921409,36,"100,000,000",Free,0,Everyone 10+,Arcade,15-Jun-18,Varies with device
Glow Hockey,GAME,4.1,1703479,36,"100,000,000",Free,0,Everyone,Arcade,22-Jul-18,4.1 and up
Zombie Tsunami,GAME,4.4,4918776,36,"100,000,000",Free,0,Everyone 10+,Arcade,15-Jun-18,Varies with device
Sniper 3D Gun Shooter: Free Shooting Games - FPS,GAME,4.6,7657490,36,"100,000,000",Free,0,Mature 17+,Action,2-Aug-18,Varies with device
Bike Race Free - Top Motorcycle Racing Games,GAME,4.5,2586261,36,"100,000,000",Free,0,Everyone,Racing,31-Jul-18,4.2 and up
slither.io,GAME,4.4,5231553,36,"100,000,000",Free,0,Everyone,Action,14-Nov-17,2.3 and up
Minion Rush: Despicable Me Official Game,FAMILY,4.5,10216997,19,"100,000,000",Free,0,Everyone 10+,Casual;Action & Adventure,12-Jul-18,Varies with device
Duolingo: Learn Languages Free,FAMILY,4.7,6294400,19,"100,000,000",Free,0,Everyone,Education;Education,1-Aug-18,Varies with device
Minion Rush: Despicable Me Official Game,FAMILY,4.5,10216997,19,"100,000,000",Free,0,Everyone 10+,Casual;Action & Adventure,12-Jul-18,Varies with device
Duolingo: Learn Languages Free,FAMILY,4.7,6294397,19,"100,000,000",Free,0,Everyone,Education;Education,1-Aug-18,Varies with device
Netflix,FAMILY,4.4,5453997,19,"100,000,000",Free,0,Teen,Entertainment,31-Jul-18,Varies with device
Minion Rush: Despicable Me Official Game,FAMILY,4.5,10214862,19,"100,000,000",Free,0,Everyone 10+,Casual;Action & Adventure,12-Jul-18,Varies with device
Talking Tom Cat,FAMILY,4.3,1838090,19,"100,000,000",Free,0,Everyone 10+,Casual,27-Jul-18,4.1 and up
Bitmoji – Your Personal Emoji,FAMILY,4.6,2312084,19,"100,000,000",Free,0,Teen,Entertainment,25-Jul-18,4.3 and up
Bubble Witch 2 Saga,FAMILY,4.3,2838064,19,"100,000,000",Free,0,Everyone,Casual,6-Aug-18,Varies with device
Duolingo: Learn Languages Free,FAMILY,4.7,6297590,19,"100,000,000",Free,0,Everyone,Education;Education,6-Aug-18,Varies with device
Tumblr,SOCIAL,4.4,2955326,5.3,"100,000,000",Free,0,Mature 17+,Social,1-Aug-18,Varies with device
Pinterest,SOCIAL,4.6,4305441,5.3,"100,000,000",Free,0,Teen,Social,3-Aug-18,Varies with device
LinkedIn,SOCIAL,4.2,1225339,5.3,"100,000,000",Free,0,Everyone,Social,2-Aug-18,5.0 and up
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,5.3,"100,000,000",Free,0,Mature 17+,Social,2-Aug-18,Varies with device
Tango - Live Video Broadcast,SOCIAL,4.3,3806669,5.3,"100,000,000",Free,0,Mature 17+,Social,1-Aug-18,Varies with device
Tumblr,SOCIAL,4.4,2955325,5.3,"100,000,000",Free,0,Mature 17+,Social,1-Aug-18,Varies with device
Pinterest,SOCIAL,4.6,4305441,5.3,"100,000,000",Free,0,Teen,Social,3-Aug-18,Varies with device
